# omega DOS_nb9 DOS_nb19 DOS_nb29
-1.643999999999999906e+00 7.512000000000000448e-03 7.424000000000000044e-03 6.192000000000000455e-03
-1.639999999999999902e+00 8.151999999999999524e-03 6.879999999999999831e-03 6.768000000000000578e-03
-1.635999999999999899e+00 8.631999999999999049e-03 6.432000000000000217e-03 7.471999999999999476e-03
-1.631999999999999895e+00 8.799999999999998795e-03 6.104000000000000051e-03 8.264000000000000512e-03
-1.627999999999999892e+00 8.600000000000000006e-03 5.888000000000000005e-03 9.015999999999999709e-03
-1.624000000000000110e+00 8.160000000000000586e-03 5.784000000000000079e-03 9.544000000000000400e-03
-1.620000000000000107e+00 7.631999999999999895e-03 5.784000000000000079e-03 9.656000000000001388e-03
-1.616000000000000103e+00 7.159999999999999698e-03 5.879999999999999810e-03 9.343999999999999875e-03
-1.612000000000000099e+00 6.807999999999999816e-03 6.072000000000000140e-03 8.760000000000000425e-03
-1.608000000000000096e+00 6.583999999999999575e-03 6.375999999999999723e-03 8.096000000000000765e-03
-1.604000000000000092e+00 6.487999999999998976e-03 6.807999999999999816e-03 7.503999999999999386e-03
-1.600000000000000089e+00 6.519999999999999754e-03 7.392000000000000133e-03 7.048000000000000445e-03
-1.596000000000000085e+00 6.680000000000000174e-03 8.144000000000000197e-03 6.736000000000000668e-03
-1.592000000000000082e+00 6.968000000000000235e-03 9.080000000000001265e-03 6.560000000000000726e-03
-1.588000000000000078e+00 7.407999999999999655e-03 1.015999999999999889e-02 6.511999999999999560e-03
-1.584000000000000075e+00 8.023999999999999883e-03 1.124799999999999932e-02 6.592000000000000637e-03
-1.580000000000000071e+00 8.824000000000000246e-03 1.211200000000000124e-02 6.784000000000000100e-03
-1.576000000000000068e+00 9.816000000000000072e-03 1.245600000000000006e-02 7.119999999999999593e-03
-1.572000000000000064e+00 1.095199999999999993e-02 1.218400000000000039e-02 7.599999999999999985e-03
-1.568000000000000060e+00 1.208799999999999979e-02 1.143200000000000119e-02 8.255999999999999450e-03
-1.564000000000000057e+00 1.294400000000000064e-02 1.048800000000000079e-02 9.119999999999999635e-03
-1.560000000000000053e+00 1.323999999999999830e-02 9.591999999999999832e-03 1.018400000000000034e-02
-1.556000000000000050e+00 1.289599999999999948e-02 8.855999999999999289e-03 1.140000000000000041e-02
-1.552000000000000046e+00 1.208799999999999979e-02 8.328000000000000333e-03 1.262399999999999980e-02
-1.548000000000000043e+00 1.112800000000000074e-02 7.992000000000000839e-03 1.355999999999999914e-02
-1.544000000000000039e+00 1.024000000000000084e-02 7.832000000000000420e-03 1.389600000000000037e-02
-1.540000000000000036e+00 9.560000000000000789e-03 7.839999999999999747e-03 1.351199999999999971e-02
-1.536000000000000032e+00 9.103999999999999246e-03 8.007999999999999494e-03 1.260799999999999942e-02
-1.532000000000000028e+00 8.871999999999999678e-03 8.359999999999999376e-03 1.150400000000000034e-02
-1.528000000000000025e+00 8.864000000000000351e-03 8.895999999999999394e-03 1.045600000000000002e-02
-1.524000000000000021e+00 9.063999999999999141e-03 9.656000000000001388e-03 9.608000000000000221e-03
-1.520000000000000018e+00 9.496000000000000968e-03 1.064800000000000121e-02 8.968000000000000277e-03
-1.516000000000000014e+00 1.016799999999999995e-02 1.185600000000000022e-02 8.552000000000000574e-03
-1.512000000000000011e+00 1.107200000000000024e-02 1.319200000000000060e-02 8.319999999999999271e-03
-1.508000000000000007e+00 1.217599999999999932e-02 1.441600000000000173e-02 8.264000000000000512e-03
-1.504000000000000004e+00 1.333600000000000063e-02 1.517600000000000025e-02 8.383999999999999092e-03
-1.500000000000000000e+00 1.427200000000000170e-02 1.519200000000000064e-02 8.672000000000000888e-03
-1.495999999999999996e+00 1.468000000000000208e-02 1.448000000000000155e-02 9.152000000000000413e-03
-1.491999999999999993e+00 1.438399999999999922e-02 1.334399999999999996e-02 9.847999999999999116e-03
-1.487999999999999989e+00 1.353600000000000116e-02 1.212799999999999989e-02 1.078400000000000018e-02
-1.483999999999999986e+00 1.245600000000000006e-02 1.105599999999999986e-02 1.196799999999999947e-02
-1.479999999999999982e+00 1.141599999999999906e-02 1.022400000000000045e-02 1.336799999999999967e-02
-1.475999999999999979e+00 1.055999999999999994e-02 9.624000000000000610e-03 1.482400000000000037e-02
-1.471999999999999975e+00 9.943999999999999714e-03 9.256000000000000338e-03 1.600000000000000033e-02
-1.467999999999999972e+00 9.551999999999999727e-03 9.095999999999999919e-03 1.651999999999999996e-02
-1.463999999999999968e+00 9.375999999999998918e-03 9.128000000000000697e-03 1.619200000000000153e-02
-1.459999999999999964e+00 9.407999999999999696e-03 9.343999999999999875e-03 1.517600000000000025e-02
-1.455999999999999961e+00 9.639999999999999264e-03 9.775999999999999968e-03 1.385599999999999853e-02
-1.451999999999999957e+00 1.008000000000000042e-02 1.042399999999999924e-02 1.256799999999999931e-02
-1.447999999999999954e+00 1.076799999999999979e-02 1.132000000000000020e-02 1.149600000000000101e-02
-1.443999999999999950e+00 1.169599999999999980e-02 1.247200000000000045e-02 1.068799999999999958e-02
-1.439999999999999947e+00 1.287999999999999909e-02 1.383200000000000054e-02 1.012799999999999985e-02
-1.435999999999999943e+00 1.422400000000000053e-02 1.522399999999999795e-02 9.808000000000000745e-03
-1.431999999999999940e+00 1.552000000000000081e-02 1.634400000000000089e-02 9.695999999999999758e-03
-1.427999999999999936e+00 1.643199999999999869e-02 1.680800000000000002e-02 9.791999999999998622e-03
-1.423999999999999932e+00 1.663999999999999854e-02 1.644799999999999734e-02 1.008799999999999975e-02
-1.419999999999999929e+00 1.608000000000000054e-02 1.544799999999999993e-02 1.060799999999999937e-02
-1.415999999999999925e+00 1.503200000000000022e-02 1.418399999999999869e-02 1.137600000000000069e-02
-1.411999999999999922e+00 1.386400000000000132e-02 1.297599999999999795e-02 1.241599999999999995e-02
-1.407999999999999918e+00 1.282399999999999859e-02 1.198399999999999986e-02 1.371999999999999956e-02
-1.403999999999999915e+00 1.203999999999999862e-02 1.125599999999999865e-02 1.522399999999999795e-02
-1.399999999999999911e+00 1.154400000000000044e-02 1.079199999999999951e-02 1.669599999999999904e-02
-1.395999999999999908e+00 1.132000000000000020e-02 1.056799999999999927e-02 1.777600000000000013e-02
-1.391999999999999904e+00 1.136000000000000031e-02 1.056799999999999927e-02 1.807199999999999779e-02
-1.387999999999999901e+00 1.166399999999999902e-02 1.079199999999999951e-02 1.750399999999999873e-02
-1.383999999999999897e+00 1.224800000000000021e-02 1.123999999999999999e-02 1.633599999999999983e-02
-1.379999999999999893e+00 1.312800000000000078e-02 1.195200000000000082e-02 1.498400000000000079e-02
-1.375999999999999890e+00 1.428800000000000035e-02 1.294400000000000064e-02 1.374400000000000101e-02
-1.372000000000000108e+00 1.567199999999999843e-02 1.426399999999999890e-02 1.276799999999999810e-02
-1.368000000000000105e+00 1.708799999999999902e-02 1.587999999999999828e-02 1.208799999999999979e-02
-1.364000000000000101e+00 1.818399999999999878e-02 1.770400000000000099e-02 1.168800000000000047e-02
-1.360000000000000098e+00 1.859999999999999848e-02 1.942400000000000029e-02 1.155999999999999910e-02
-1.356000000000000094e+00 1.821599999999999955e-02 2.059199999999999919e-02 1.167999999999999941e-02
-1.352000000000000091e+00 1.727200000000000263e-02 2.078400000000000039e-02 1.205600000000000074e-02
-1.348000000000000087e+00 1.614399999999999863e-02 1.997600000000000070e-02 1.272000000000000040e-02
-1.344000000000000083e+00 1.515199999999999880e-02 1.853600000000000039e-02 1.368800000000000051e-02
-1.340000000000000080e+00 1.444799999999999904e-02 1.695200000000000179e-02 1.499999999999999944e-02
-1.336000000000000076e+00 1.408000000000000050e-02 1.555199999999999985e-02 1.666400000000000173e-02
-1.332000000000000073e+00 1.407200000000000117e-02 1.448000000000000155e-02 1.858399999999999982e-02
-1.328000000000000069e+00 1.443200000000000038e-02 1.375200000000000033e-02 2.051199999999999898e-02
-1.324000000000000066e+00 1.516800000000000093e-02 1.337599999999999900e-02 2.196799999999999795e-02
-1.320000000000000062e+00 1.630399999999999905e-02 1.332000000000000198e-02 2.244800000000000267e-02
-1.316000000000000059e+00 1.787199999999999900e-02 1.359200000000000165e-02 2.179199999999999887e-02
-1.312000000000000055e+00 1.983199999999999893e-02 1.418399999999999869e-02 2.029600000000000154e-02
-1.308000000000000052e+00 2.199999999999999872e-02 1.514399999999999948e-02 1.850399999999999961e-02
-1.304000000000000048e+00 2.396799999999999972e-02 1.648799999999999918e-02 1.683199999999999974e-02
-1.300000000000000044e+00 2.516800000000000287e-02 1.822400000000000062e-02 1.547199999999999964e-02
-1.296000000000000041e+00 2.515999999999999834e-02 2.026399999999999729e-02 1.447199999999999875e-02
-1.292000000000000037e+00 2.401600000000000262e-02 2.231200000000000197e-02 1.383200000000000054e-02
-1.288000000000000034e+00 2.226399999999999907e-02 2.386399999999999980e-02 1.351199999999999971e-02
-1.284000000000000030e+00 2.047200000000000061e-02 2.436800000000000077e-02 1.348799999999999999e-02
-1.280000000000000027e+00 1.899999999999999953e-02 2.361600000000000157e-02 1.376799999999999899e-02
-1.276000000000000023e+00 1.798399999999999999e-02 2.195199999999999929e-02 1.435200000000000017e-02
-1.272000000000000020e+00 1.747199999999999795e-02 1.993600000000000233e-02 1.527199999999999912e-02
-1.268000000000000016e+00 1.745599999999999929e-02 1.804000000000000048e-02 1.656799999999999939e-02
-1.264000000000000012e+00 1.792799999999999949e-02 1.647200000000000053e-02 1.825600000000000139e-02
-1.260000000000000009e+00 1.890400000000000066e-02 1.527999999999999844e-02 2.028800000000000048e-02
-1.256000000000000005e+00 2.031999999999999779e-02 1.445600000000000010e-02 2.243200000000000055e-02
-1.252000000000000002e+00 2.205599999999999922e-02 1.396000000000000019e-02 2.423200000000000007e-02
-1.247999999999999998e+00 2.377599999999999852e-02 1.374400000000000101e-02 2.511999999999999650e-02
-1.243999999999999995e+00 2.493599999999999983e-02 1.380800000000000083e-02 2.474399999999999863e-02
-1.239999999999999991e+00 2.505600000000000188e-02 1.414400000000000032e-02 2.330399999999999833e-02
-1.235999999999999988e+00 2.403999999999999887e-02 1.476000000000000055e-02 2.136000000000000051e-02
-1.231999999999999984e+00 2.228000000000000119e-02 1.570400000000000268e-02 1.943199999999999789e-02
-1.227999999999999980e+00 2.031999999999999779e-02 1.699200000000000016e-02 1.779999999999999985e-02
-1.223999999999999977e+00 1.855199999999999905e-02 1.864000000000000032e-02 1.655999999999999833e-02
-1.219999999999999973e+00 1.713600000000000192e-02 2.057600000000000054e-02 1.570400000000000268e-02
-1.215999999999999970e+00 1.610400000000000026e-02 2.255199999999999913e-02 1.519999999999999997e-02
-1.211999999999999966e+00 1.543200000000000127e-02 2.411200000000000149e-02 1.500799999999999877e-02
-1.207999999999999963e+00 1.508799999999999898e-02 2.475199999999999970e-02 1.512799999999999909e-02
-1.203999999999999959e+00 1.505599999999999994e-02 2.425599999999999978e-02 1.555199999999999985e-02
-1.199999999999999956e+00 1.531200000000000096e-02 2.291199999999999834e-02 1.629599999999999799e-02
-1.195999999999999952e+00 1.587999999999999828e-02 2.125600000000000059e-02 1.739999999999999880e-02
-1.191999999999999948e+00 1.676799999999999818e-02 1.971200000000000035e-02 1.890400000000000066e-02
-1.187999999999999945e+00 1.796800000000000133e-02 1.849600000000000202e-02 2.081600000000000117e-02
-1.183999999999999941e+00 1.940800000000000164e-02 1.768800000000000233e-02 2.304799999999999904e-02
-1.179999999999999938e+00 2.088800000000000032e-02 1.727200000000000263e-02 2.531999999999999876e-02
-1.175999999999999934e+00 2.206400000000000028e-02 1.724799999999999944e-02 2.710399999999999962e-02
-1.171999999999999931e+00 2.253600000000000048e-02 1.759200000000000000e-02 2.782399999999999804e-02
-1.167999999999999927e+00 2.217600000000000127e-02 1.833599999999999813e-02 2.724800000000000139e-02
-1.163999999999999924e+00 2.121599999999999875e-02 1.950400000000000050e-02 2.570399999999999768e-02
-1.159999999999999920e+00 2.007199999999999956e-02 2.113599999999999854e-02 2.379999999999999824e-02
-1.155999999999999917e+00 1.905600000000000002e-02 2.326399999999999996e-02 2.203199999999999950e-02
-1.151999999999999913e+00 1.834399999999999920e-02 2.581599999999999867e-02 2.064799999999999969e-02
-1.147999999999999909e+00 1.797599999999999892e-02 2.853599999999999887e-02 1.970399999999999929e-02
-1.143999999999999906e+00 1.796800000000000133e-02 3.088000000000000120e-02 1.922399999999999803e-02
-1.139999999999999902e+00 1.831999999999999948e-02 3.212800000000000378e-02 1.915999999999999995e-02
-1.135999999999999899e+00 1.904000000000000137e-02 3.184800000000000131e-02 1.952000000000000263e-02
-1.131999999999999895e+00 2.017599999999999949e-02 3.027200000000000030e-02 2.031200000000000019e-02
-1.127999999999999892e+00 2.175999999999999809e-02 2.806399999999999867e-02 2.156800000000000037e-02
-1.124000000000000110e+00 2.385599999999999873e-02 2.587999999999999676e-02 2.334400000000000017e-02
-1.120000000000000107e+00 2.645600000000000035e-02 2.408800000000000177e-02 2.566399999999999931e-02
-1.116000000000000103e+00 2.944800000000000195e-02 2.280800000000000188e-02 2.848800000000000290e-02
-1.112000000000000099e+00 3.242399999999999449e-02 2.205599999999999922e-02 3.155999999999999778e-02
-1.108000000000000096e+00 3.471199999999999980e-02 2.179999999999999993e-02 3.432000000000000328e-02
-1.104000000000000092e+00 3.560800000000000076e-02 2.202399999999999844e-02 3.599200000000000316e-02
-1.100000000000000089e+00 3.489599999999999647e-02 2.272800000000000167e-02 3.599999999999999728e-02
-1.096000000000000085e+00 3.308799999999999936e-02 2.393599999999999894e-02 3.449599999999999889e-02
-1.092000000000000082e+00 3.093600000000000169e-02 2.570399999999999768e-02 3.219199999999999839e-02
-1.088000000000000078e+00 2.905599999999999850e-02 2.810400000000000051e-02 2.984800000000000300e-02
-1.084000000000000075e+00 2.772800000000000264e-02 3.116800000000000126e-02 2.792799999999999797e-02
-1.080000000000000071e+00 2.704799999999999913e-02 3.480799999999999866e-02 2.659199999999999758e-02
-1.076000000000000068e+00 2.703200000000000047e-02 3.866399999999999698e-02 2.588800000000000129e-02
-1.072000000000000064e+00 2.767999999999999974e-02 4.197599999999999942e-02 2.580000000000000002e-02
-1.068000000000000060e+00 2.901599999999999666e-02 4.380799999999999972e-02 2.629600000000000340e-02
-1.064000000000000057e+00 3.109600000000000211e-02 4.363199999999999718e-02 2.741600000000000287e-02
-1.060000000000000053e+00 3.398400000000000032e-02 4.179200000000000276e-02 2.919999999999999679e-02
-1.056000000000000050e+00 3.771999999999999659e-02 3.925599999999999923e-02 3.171999999999999820e-02
-1.052000000000000046e+00 4.215999999999999609e-02 3.688000000000000306e-02 3.507199999999999901e-02
-1.048000000000000043e+00 4.683999999999999969e-02 3.517599999999999894e-02 3.925599999999999923e-02
-1.044000000000000039e+00 5.082400000000000112e-02 3.436000000000000165e-02 4.406399999999999900e-02
-1.040000000000000036e+00 5.299199999999999744e-02 3.447200000000000264e-02 4.887999999999999984e-02
-1.036000000000000032e+00 5.280800000000000077e-02 3.555200000000000027e-02 5.259200000000000680e-02
-1.032000000000000028e+00 5.081599999999999312e-02 3.763999999999999985e-02 5.407199999999999507e-02
-1.028000000000000025e+00 4.819199999999999873e-02 4.080799999999999705e-02 5.300000000000000544e-02
-1.024000000000000021e+00 4.599199999999999816e-02 4.504799999999999777e-02 5.016800000000000426e-02
-1.020000000000000018e+00 4.481600000000000167e-02 5.017599999999999838e-02 4.683999999999999969e-02
-1.016000000000000014e+00 4.492000000000000159e-02 5.559199999999999559e-02 4.398400000000000226e-02
-1.012000000000000011e+00 4.635999999999999843e-02 6.011199999999999877e-02 4.210400000000000253e-02
-1.008000000000000007e+00 4.907199999999999757e-02 6.236799999999999983e-02 4.136000000000000093e-02
-1.004000000000000004e+00 5.274399999999999922e-02 6.170400000000000190e-02 4.181599999999999900e-02
-1.000000000000000000e+00 5.667999999999999428e-02 5.878400000000000292e-02 4.350400000000000100e-02
-9.959999999999999964e-01 5.975200000000000650e-02 5.503200000000000452e-02 4.651999999999999885e-02
-9.919999999999999929e-01 6.083199999999999719e-02 5.168000000000000371e-02 5.095199999999999729e-02
-9.879999999999999893e-01 5.963199999999999751e-02 4.943199999999999678e-02 5.688000000000000000e-02
-9.839999999999999858e-01 5.695200000000000262e-02 4.855199999999999794e-02 6.411200000000000232e-02
-9.799999999999999822e-01 5.401599999999999457e-02 4.913599999999999912e-02 7.191999999999999782e-02
-9.759999999999999787e-01 5.174399999999999833e-02 5.126399999999999707e-02 7.874400000000000843e-02
-9.719999999999999751e-01 5.063199999999999645e-02 5.503200000000000452e-02 8.249599999999999989e-02
-9.679999999999999716e-01 5.087199999999999361e-02 6.053599999999999953e-02 8.183200000000000196e-02
-9.639999999999999680e-01 5.255200000000000149e-02 6.776799999999999491e-02 7.731200000000000572e-02
-9.599999999999999645e-01 5.575999999999999707e-02 7.629600000000000271e-02 7.087200000000000444e-02
-9.559999999999999609e-01 6.060000000000000109e-02 8.489599999999999924e-02 6.443999999999999728e-02
-9.519999999999999574e-01 6.709600000000000286e-02 9.140800000000000314e-02 5.916000000000000425e-02
-9.479999999999999538e-01 7.502400000000000735e-02 9.350400000000000378e-02 5.544799999999999729e-02
-9.439999999999999503e-01 8.359199999999999964e-02 9.041599999999999637e-02 5.335199999999999665e-02
-9.399999999999999467e-01 9.121599999999999153e-02 8.355999999999999539e-02 5.283999999999999808e-02
-9.360000000000000542e-01 9.604799999999999449e-02 7.537599999999999856e-02 5.387199999999999628e-02
-9.320000000000000506e-01 9.724800000000000111e-02 6.773599999999999066e-02 5.648800000000000349e-02
-9.280000000000000471e-01 9.584000000000000852e-02 6.155199999999999561e-02 6.079999999999999988e-02
-9.240000000000000435e-01 9.399199999999999222e-02 5.706400000000000361e-02 6.692000000000000726e-02
-9.200000000000000400e-01 9.366399999999999726e-02 5.420799999999999924e-02 7.480799999999999950e-02
-9.160000000000000364e-01 9.608799999999999286e-02 5.283999999999999808e-02 8.397599999999999509e-02
-9.120000000000000329e-01 1.018559999999999882e-01 5.287199999999999539e-02 9.306400000000000783e-02
-9.080000000000000293e-01 1.110319999999999918e-01 5.426399999999999973e-02 9.975199999999999345e-02
-9.040000000000000258e-01 1.229760000000000020e-01 5.708800000000000680e-02 1.017679999999999974e-01
-9.000000000000000222e-01 1.357440000000000035e-01 6.145599999999999674e-02 9.857599999999999696e-02
-8.960000000000000187e-01 1.458399999999999974e-01 6.753599999999999881e-02 9.188799999999999746e-02
-8.920000000000000151e-01 1.493200000000000083e-01 7.535200000000000231e-02 8.424800000000000344e-02
-8.880000000000000115e-01 1.444719999999999893e-01 8.461599999999999677e-02 7.754400000000000182e-02
-8.840000000000000080e-01 1.332959999999999978e-01 9.426400000000000057e-02 7.270400000000000473e-02
-8.800000000000000044e-01 1.197200000000000070e-01 1.023039999999999922e-01 6.998400000000000454e-02
-8.760000000000000009e-01 1.070079999999999920e-01 1.064799999999999913e-01 6.943200000000000760e-02
-8.719999999999999973e-01 9.685599999999999765e-02 1.059120000000000061e-01 7.103199999999999792e-02
-8.679999999999999938e-01 8.976800000000000057e-02 1.019279999999999908e-01 7.478399999999998937e-02
