# omega DOS_nb5 DOS_nb9 DOS_nb19 DOS_nb29
-1.907999999999999918e+00 1.311999999999999972e-02 1.288000000000000082e-02 1.575999999999999970e-02 1.183999999999999983e-02
-1.903999999999999915e+00 1.371999999999999956e-02 1.264000000000000019e-02 1.663999999999999854e-02 1.204000000000000035e-02
-1.899999999999999911e+00 1.439999999999999961e-02 1.247999999999999977e-02 1.720000000000000001e-02 1.227999999999999925e-02
-1.895999999999999908e+00 1.519999999999999997e-02 1.247999999999999977e-02 1.723999999999999838e-02 1.268000000000000030e-02
-1.891999999999999904e+00 1.592000000000000012e-02 1.255999999999999998e-02 1.679999999999999896e-02 1.315999999999999982e-02
-1.887999999999999901e+00 1.643999999999999975e-02 1.272000000000000040e-02 1.603999999999999870e-02 1.379999999999999977e-02
-1.883999999999999897e+00 1.651999999999999996e-02 1.303999999999999951e-02 1.528000000000000018e-02 1.460000000000000013e-02
-1.879999999999999893e+00 1.624000000000000096e-02 1.344000000000000056e-02 1.460000000000000013e-02 1.559999999999999928e-02
-1.875999999999999890e+00 1.567999999999999949e-02 1.400000000000000029e-02 1.408000000000000050e-02 1.676000000000000059e-02
-1.872000000000000108e+00 1.511999999999999976e-02 1.472000000000000045e-02 1.371999999999999956e-02 1.799999999999999864e-02
-1.868000000000000105e+00 1.460000000000000013e-02 1.559999999999999928e-02 1.348000000000000066e-02 1.904000000000000137e-02
-1.864000000000000101e+00 1.423999999999999919e-02 1.663999999999999854e-02 1.340000000000000045e-02 1.959999999999999937e-02
-1.860000000000000098e+00 1.404000000000000040e-02 1.771999999999999964e-02 1.344000000000000056e-02 1.948000000000000079e-02
-1.856000000000000094e+00 1.396000000000000019e-02 1.859999999999999848e-02 1.359999999999999924e-02 1.883999999999999911e-02
-1.852000000000000091e+00 1.404000000000000040e-02 1.907999999999999974e-02 1.387999999999999998e-02 1.788000000000000006e-02
-1.848000000000000087e+00 1.427999999999999929e-02 1.896000000000000116e-02 1.427999999999999929e-02 1.692000000000000101e-02
-1.844000000000000083e+00 1.464000000000000024e-02 1.839999999999999969e-02 1.484000000000000076e-02 1.616000000000000075e-02
-1.840000000000000080e+00 1.515999999999999986e-02 1.768000000000000127e-02 1.555999999999999918e-02 1.555999999999999918e-02
-1.836000000000000076e+00 1.583999999999999991e-02 1.695999999999999938e-02 1.651999999999999996e-02 1.515999999999999986e-02
-1.832000000000000073e+00 1.663999999999999854e-02 1.643999999999999975e-02 1.771999999999999964e-02 1.495999999999999934e-02
-1.828000000000000069e+00 1.755999999999999922e-02 1.608000000000000054e-02 1.912000000000000158e-02 1.491999999999999924e-02
-1.824000000000000066e+00 1.844000000000000153e-02 1.595999999999999849e-02 2.071999999999999884e-02 1.503999999999999955e-02
-1.820000000000000062e+00 1.907999999999999974e-02 1.600000000000000033e-02 2.223999999999999935e-02 1.532000000000000028e-02
-1.816000000000000059e+00 1.924000000000000016e-02 1.624000000000000096e-02 2.332000000000000045e-02 1.575999999999999970e-02
-1.812000000000000055e+00 1.899999999999999953e-02 1.668000000000000038e-02 2.359999999999999945e-02 1.635999999999999954e-02
-1.808000000000000052e+00 1.851999999999999827e-02 1.736000000000000043e-02 2.304000000000000145e-02 1.720000000000000001e-02
-1.804000000000000048e+00 1.804000000000000048e-02 1.828000000000000111e-02 2.191999999999999851e-02 1.828000000000000111e-02
-1.800000000000000044e+00 1.768000000000000127e-02 1.948000000000000079e-02 2.063999999999999863e-02 1.967999999999999958e-02
-1.796000000000000041e+00 1.752000000000000085e-02 2.100000000000000130e-02 1.951999999999999916e-02 2.136000000000000051e-02
-1.792000000000000037e+00 1.760000000000000106e-02 2.283999999999999919e-02 1.864000000000000032e-02 2.327999999999999861e-02
-1.788000000000000034e+00 1.788000000000000006e-02 2.484000000000000097e-02 1.799999999999999864e-02 2.515999999999999834e-02
-1.784000000000000030e+00 1.839999999999999969e-02 2.672000000000000069e-02 1.768000000000000127e-02 2.659999999999999865e-02
-1.780000000000000027e+00 1.919999999999999832e-02 2.800000000000000058e-02 1.755999999999999922e-02 2.707999999999999990e-02
-1.776000000000000023e+00 2.027999999999999942e-02 2.824000000000000121e-02 1.763999999999999943e-02 2.651999999999999844e-02
-1.772000000000000020e+00 2.171999999999999972e-02 2.743999999999999911e-02 1.796000000000000027e-02 2.520000000000000018e-02
-1.768000000000000016e+00 2.348000000000000087e-02 2.604000000000000065e-02 1.851999999999999827e-02 2.359999999999999945e-02
-1.764000000000000012e+00 2.552000000000000102e-02 2.455999999999999850e-02 1.932000000000000037e-02 2.212000000000000077e-02
-1.760000000000000009e+00 2.759999999999999953e-02 2.327999999999999861e-02 2.043999999999999984e-02 2.092000000000000109e-02
-1.756000000000000005e+00 2.931999999999999884e-02 2.239999999999999977e-02 2.188000000000000014e-02 2.008000000000000063e-02
-1.752000000000000002e+00 3.012000000000000094e-02 2.188000000000000014e-02 2.375999999999999987e-02 1.956000000000000100e-02
-1.747999999999999998e+00 2.983999999999999847e-02 2.171999999999999972e-02 2.599999999999999881e-02 1.932000000000000037e-02
-1.743999999999999995e+00 2.868000000000000063e-02 2.196000000000000035e-02 2.855999999999999858e-02 1.932000000000000037e-02
-1.739999999999999991e+00 2.716000000000000011e-02 2.259999999999999856e-02 3.104000000000000162e-02 1.959999999999999937e-02
-1.735999999999999988e+00 2.580000000000000002e-02 2.364000000000000129e-02 3.287999999999999950e-02 2.011999999999999900e-02
-1.731999999999999984e+00 2.471999999999999892e-02 2.511999999999999997e-02 3.339999999999999913e-02 2.095999999999999946e-02
-1.727999999999999980e+00 2.408000000000000071e-02 2.716000000000000011e-02 3.255999999999999867e-02 2.212000000000000077e-02
-1.723999999999999977e+00 2.380000000000000171e-02 2.971999999999999989e-02 3.072000000000000078e-02 2.367999999999999966e-02
-1.719999999999999973e+00 2.392000000000000029e-02 3.275999999999999746e-02 2.855999999999999858e-02 2.568000000000000144e-02
-1.715999999999999970e+00 2.443999999999999992e-02 3.599999999999999728e-02 2.656000000000000028e-02 2.811999999999999916e-02
-1.711999999999999966e+00 2.536000000000000060e-02 3.871999999999999748e-02 2.500000000000000139e-02 3.091999999999999957e-02
-1.707999999999999963e+00 2.667999999999999886e-02 4.007999999999999757e-02 2.384000000000000008e-02 3.371999999999999997e-02
-1.703999999999999959e+00 2.852000000000000021e-02 3.964000000000000162e-02 2.316000000000000003e-02 3.588000000000000217e-02
-1.699999999999999956e+00 3.091999999999999957e-02 3.763999999999999985e-02 2.283999999999999919e-02 3.663999999999999896e-02
-1.695999999999999952e+00 3.395999999999999713e-02 3.484000000000000291e-02 2.288000000000000103e-02 3.583999999999999686e-02
-1.691999999999999948e+00 3.763999999999999985e-02 3.207999999999999741e-02 2.324000000000000024e-02 3.384000000000000202e-02
-1.687999999999999945e+00 4.168000000000000177e-02 2.971999999999999989e-02 2.400000000000000050e-02 3.144000000000000267e-02
-1.683999999999999941e+00 4.556000000000000327e-02 2.795999999999999874e-02 2.515999999999999834e-02 2.915999999999999842e-02
-1.679999999999999938e+00 4.839999999999999858e-02 2.672000000000000069e-02 2.680000000000000090e-02 2.735999999999999890e-02
-1.675999999999999934e+00 4.948000000000000315e-02 2.604000000000000065e-02 2.892000000000000126e-02 2.599999999999999881e-02
-1.671999999999999931e+00 4.895999999999999658e-02 2.580000000000000002e-02 3.164000000000000146e-02 2.515999999999999834e-02
-1.667999999999999927e+00 4.764000000000000179e-02 2.599999999999999881e-02 3.484000000000000291e-02 2.471999999999999892e-02
-1.663999999999999924e+00 4.651999999999999885e-02 2.664000000000000049e-02 3.815999999999999948e-02 2.471999999999999892e-02
-1.659999999999999920e+00 4.632000000000000006e-02 2.772000000000000158e-02 4.096000000000000335e-02 2.508000000000000160e-02
-1.655999999999999917e+00 4.735999999999999932e-02 2.936000000000000068e-02 4.236000000000000182e-02 2.583999999999999839e-02
-1.651999999999999913e+00 4.988000000000000073e-02 3.160000000000000309e-02 4.188000000000000056e-02 2.699999999999999969e-02
-1.647999999999999909e+00 5.392000000000000265e-02 3.436000000000000165e-02 3.987999999999999878e-02 2.868000000000000063e-02
-1.643999999999999906e+00 5.940000000000000141e-02 3.756000000000000311e-02 3.712000000000000022e-02 3.096000000000000141e-02
-1.639999999999999902e+00 6.575999999999999901e-02 4.075999999999999762e-02 3.440000000000000002e-02 3.384000000000000202e-02
-1.635999999999999899e+00 7.176000000000000434e-02 4.315999999999999698e-02 3.216000000000000109e-02 3.735999999999999738e-02
-1.631999999999999895e+00 7.548000000000000542e-02 4.399999999999999745e-02 3.051999999999999852e-02 4.132000000000000256e-02
-1.627999999999999892e+00 7.535999999999999643e-02 4.299999999999999656e-02 2.944000000000000089e-02 4.508000000000000201e-02
-1.624000000000000110e+00 7.127999999999999614e-02 4.080000000000000293e-02 2.892000000000000126e-02 4.771999999999999853e-02
-1.620000000000000107e+00 6.479999999999999649e-02 3.815999999999999948e-02 2.892000000000000126e-02 4.828000000000000347e-02
-1.616000000000000103e+00 5.772000000000000047e-02 3.579999999999999849e-02 2.939999999999999905e-02 4.671999999999999764e-02
-1.612000000000000099e+00 5.140000000000000124e-02 3.404000000000000081e-02 3.036000000000000157e-02 4.379999999999999866e-02
-1.608000000000000096e+00 4.619999999999999801e-02 3.291999999999999788e-02 3.187999999999999862e-02 4.048000000000000209e-02
-1.604000000000000092e+00 4.227999999999999814e-02 3.243999999999999662e-02 3.404000000000000081e-02 3.751999999999999780e-02
-1.600000000000000089e+00 3.948000000000000120e-02 3.259999999999999704e-02 3.695999999999999980e-02 3.524000000000000049e-02
-1.596000000000000085e+00 3.767999999999999822e-02 3.339999999999999913e-02 4.071999999999999925e-02 3.368000000000000160e-02
-1.592000000000000082e+00 3.663999999999999896e-02 3.484000000000000291e-02 4.540000000000000285e-02 3.280000000000000276e-02
-1.588000000000000078e+00 3.627999999999999975e-02 3.703999999999999654e-02 5.079999999999999793e-02 3.255999999999999867e-02
-1.584000000000000075e+00 3.627999999999999975e-02 4.012000000000000288e-02 5.623999999999999833e-02 3.296000000000000318e-02
-1.580000000000000071e+00 3.627999999999999975e-02 4.411999999999999950e-02 6.056000000000000272e-02 3.391999999999999876e-02
-1.576000000000000068e+00 3.588000000000000217e-02 4.907999999999999863e-02 6.228000000000000203e-02 3.559999999999999970e-02
-1.572000000000000064e+00 3.500000000000000333e-02 5.476000000000000312e-02 6.092000000000000193e-02 3.799999999999999906e-02
-1.568000000000000060e+00 3.379999999999999671e-02 6.044000000000000067e-02 5.716000000000000247e-02 4.127999999999999725e-02
-1.564000000000000057e+00 3.252000000000000030e-02 6.471999999999999975e-02 5.244000000000000050e-02 4.560000000000000164e-02
-1.560000000000000053e+00 3.148000000000000104e-02 6.619999999999999496e-02 4.796000000000000263e-02 5.091999999999999998e-02
-1.556000000000000050e+00 3.080000000000000099e-02 6.447999999999999565e-02 4.427999999999999992e-02 5.700000000000000205e-02
-1.552000000000000046e+00 3.043999999999999831e-02 6.044000000000000067e-02 4.164000000000000340e-02 6.311999999999999555e-02
-1.548000000000000043e+00 3.048000000000000015e-02 5.564000000000000196e-02 3.996000000000000246e-02 6.779999999999999916e-02
-1.544000000000000039e+00 3.083999999999999936e-02 5.120000000000000245e-02 3.916000000000000036e-02 6.948000000000000009e-02
-1.540000000000000036e+00 3.155999999999999778e-02 4.780000000000000221e-02 3.919999999999999873e-02 6.755999999999999506e-02
-1.536000000000000032e+00 3.268000000000000071e-02 4.551999999999999796e-02 4.003999999999999920e-02 6.303999999999999881e-02
-1.532000000000000028e+00 3.423999999999999960e-02 4.435999999999999666e-02 4.179999999999999688e-02 5.752000000000000168e-02
-1.528000000000000025e+00 3.636000000000000343e-02 4.431999999999999829e-02 4.447999999999999871e-02 5.228000000000000008e-02
-1.524000000000000021e+00 3.907999999999999668e-02 4.531999999999999917e-02 4.828000000000000347e-02 4.803999999999999937e-02
-1.520000000000000018e+00 4.256000000000000061e-02 4.748000000000000137e-02 5.324000000000000260e-02 4.483999999999999792e-02
-1.516000000000000014e+00 4.692000000000000337e-02 5.084000000000000324e-02 5.927999999999999936e-02 4.275999999999999940e-02
-1.512000000000000011e+00 5.211999999999999966e-02 5.535999999999999949e-02 6.596000000000000474e-02 4.159999999999999809e-02
-1.508000000000000007e+00 5.788000000000000089e-02 6.087999999999999662e-02 7.208000000000000518e-02 4.132000000000000256e-02
-1.504000000000000004e+00 6.339999999999999802e-02 6.668000000000000316e-02 7.588000000000000300e-02 4.191999999999999893e-02
-1.500000000000000000e+00 6.755999999999999506e-02 7.136000000000000676e-02 7.595999999999999974e-02 4.336000000000000271e-02
-1.495999999999999996e+00 6.951999999999999846e-02 7.340000000000000691e-02 7.240000000000000602e-02 4.576000000000000206e-02
-1.491999999999999993e+00 6.948000000000000009e-02 7.191999999999999782e-02 6.672000000000000153e-02 4.923999999999999905e-02
-1.487999999999999989e+00 6.868000000000000493e-02 6.768000000000000405e-02 6.063999999999999946e-02 5.392000000000000265e-02
-1.483999999999999986e+00 6.840000000000000246e-02 6.228000000000000203e-02 5.528000000000000275e-02 5.983999999999999736e-02
-1.479999999999999982e+00 6.968000000000000582e-02 5.707999999999999879e-02 5.111999999999999877e-02 6.683999999999999664e-02
-1.475999999999999979e+00 7.284000000000000197e-02 5.279999999999999971e-02 4.812000000000000305e-02 7.412000000000000532e-02
-1.471999999999999975e+00 7.775999999999999579e-02 4.972000000000000031e-02 4.628000000000000169e-02 8.000000000000000167e-02
-1.467999999999999972e+00 8.376000000000000112e-02 4.775999999999999690e-02 4.547999999999999959e-02 8.260000000000000675e-02
-1.463999999999999968e+00 8.912000000000000477e-02 4.687999999999999806e-02 4.564000000000000001e-02 8.096000000000000418e-02
-1.459999999999999964e+00 9.163999999999999924e-02 4.703999999999999848e-02 4.671999999999999764e-02 7.588000000000000300e-02
-1.455999999999999961e+00 8.984000000000000319e-02 4.819999999999999979e-02 4.887999999999999984e-02 6.927999999999999436e-02
-1.451999999999999957e+00 8.412000000000000033e-02 5.040000000000000036e-02 5.211999999999999966e-02 6.283999999999999309e-02
-1.447999999999999954e+00 7.639999999999999569e-02 5.383999999999999897e-02 5.659999999999999754e-02 5.748000000000000331e-02
-1.443999999999999950e+00 6.847999999999999921e-02 5.847999999999999726e-02 6.235999999999999877e-02 5.344000000000000139e-02
-1.439999999999999947e+00 6.160000000000000198e-02 6.439999999999999891e-02 6.915999999999999925e-02 5.063999999999999752e-02
-1.435999999999999943e+00 5.603999999999999954e-02 7.112000000000000266e-02 7.611999999999999322e-02 4.904000000000000026e-02
-1.431999999999999940e+00 5.183999999999999719e-02 7.760000000000000231e-02 8.172000000000000097e-02 4.848000000000000226e-02
-1.427999999999999936e+00 4.880000000000000310e-02 8.215999999999999692e-02 8.404000000000000359e-02 4.895999999999999658e-02
-1.423999999999999932e+00 4.671999999999999764e-02 8.319999999999999618e-02 8.223999999999999366e-02 5.043999999999999873e-02
-1.419999999999999929e+00 4.547999999999999959e-02 8.039999999999999925e-02 7.724000000000000310e-02 5.303999999999999687e-02
-1.415999999999999925e+00 4.495999999999999996e-02 7.516000000000000458e-02 7.091999999999999693e-02 5.688000000000000000e-02
-1.411999999999999922e+00 4.515999999999999875e-02 6.932000000000000661e-02 6.487999999999999323e-02 6.208000000000000324e-02
-1.407999999999999918e+00 4.603999999999999759e-02 6.411999999999999644e-02 5.992000000000000104e-02 6.859999999999999432e-02
-1.403999999999999915e+00 4.764000000000000179e-02 6.019999999999999657e-02 5.627999999999999670e-02 7.611999999999999322e-02
-1.399999999999999911e+00 5.004000000000000115e-02 5.772000000000000047e-02 5.396000000000000102e-02 8.347999999999999865e-02
-1.395999999999999908e+00 5.319999999999999729e-02 5.659999999999999754e-02 5.283999999999999808e-02 8.888000000000000067e-02
-1.391999999999999904e+00 5.716000000000000247e-02 5.680000000000000326e-02 5.283999999999999808e-02 9.035999999999999588e-02
-1.387999999999999901e+00 6.151999999999999830e-02 5.831999999999999684e-02 5.396000000000000102e-02 8.752000000000000057e-02
-1.383999999999999897e+00 6.564000000000000390e-02 6.124000000000000277e-02 5.619999999999999996e-02 8.168000000000000260e-02
-1.379999999999999893e+00 6.859999999999999432e-02 6.564000000000000390e-02 5.976000000000000062e-02 7.492000000000000048e-02
-1.375999999999999890e+00 6.987999999999999767e-02 7.144000000000000350e-02 6.471999999999999975e-02 6.872000000000000330e-02
-1.372000000000000108e+00 6.980000000000000093e-02 7.835999999999999910e-02 7.131999999999999451e-02 6.383999999999999397e-02
-1.368000000000000105e+00 6.936000000000000498e-02 8.544000000000000206e-02 7.939999999999999836e-02 6.044000000000000067e-02
-1.364000000000000101e+00 6.951999999999999846e-02 9.092000000000000082e-02 8.852000000000000146e-02 5.843999999999999889e-02
-1.360000000000000098e+00 7.095999999999999530e-02 9.299999999999999933e-02 9.711999999999999800e-02 5.779999999999999721e-02
-1.356000000000000094e+00 7.412000000000000532e-02 9.107999999999999430e-02 1.029599999999999960e-01 5.840000000000000052e-02
-1.352000000000000091e+00 7.928000000000000325e-02 8.636000000000000620e-02 1.039199999999999985e-01 6.028000000000000025e-02
-1.348000000000000087e+00 8.676000000000000378e-02 8.072000000000000008e-02 9.987999999999999656e-02 6.360000000000000375e-02
-1.344000000000000083e+00 9.675999999999999879e-02 7.575999999999999401e-02 9.267999999999999849e-02 6.844000000000000083e-02
-1.340000000000000080e+00 1.093599999999999989e-01 7.223999999999999866e-02 8.476000000000000201e-02 7.499999999999999722e-02
-1.336000000000000076e+00 1.239200000000000024e-01 7.040000000000000424e-02 7.775999999999999579e-02 8.332000000000000517e-02
-1.332000000000000073e+00 1.385200000000000042e-01 7.036000000000000587e-02 7.240000000000000602e-02 9.292000000000000259e-02
-1.328000000000000069e+00 1.498800000000000132e-01 7.216000000000000192e-02 6.876000000000000167e-02 1.025599999999999984e-01
-1.324000000000000066e+00 1.546399999999999997e-01 7.584000000000000463e-02 6.687999999999999501e-02 1.098399999999999932e-01
-1.320000000000000062e+00 1.520799999999999930e-01 8.151999999999999524e-02 6.660000000000000642e-02 1.122400000000000064e-01
-1.316000000000000059e+00 1.447599999999999998e-01 8.935999999999999499e-02 6.796000000000000651e-02 1.089600000000000013e-01
-1.312000000000000055e+00 1.365599999999999870e-01 9.915999999999999814e-02 7.091999999999999693e-02 1.014800000000000008e-01
-1.308000000000000052e+00 1.304400000000000004e-01 1.100000000000000006e-01 7.571999999999999564e-02 9.252000000000000501e-02
-1.304000000000000048e+00 1.275999999999999912e-01 1.198400000000000021e-01 8.243999999999999939e-02 8.415999999999999870e-02
-1.300000000000000044e+00 1.277999999999999969e-01 1.258400000000000074e-01 9.112000000000000655e-02 7.735999999999999821e-02
-1.296000000000000041e+00 1.293199999999999905e-01 1.257999999999999952e-01 1.013199999999999934e-01 7.235999999999999377e-02
-1.292000000000000037e+00 1.295999999999999930e-01 1.200800000000000062e-01 1.115600000000000064e-01 6.915999999999999925e-02
-1.288000000000000034e+00 1.261200000000000099e-01 1.113200000000000023e-01 1.193199999999999955e-01 6.755999999999999506e-02
-1.284000000000000030e+00 1.183199999999999946e-01 1.023600000000000065e-01 1.218400000000000039e-01 6.743999999999999995e-02
-1.280000000000000027e+00 1.078800000000000037e-01 9.500000000000000111e-02 1.180800000000000044e-01 6.883999999999999841e-02
-1.276000000000000023e+00 9.704000000000000126e-02 8.991999999999999993e-02 1.097599999999999965e-01 7.176000000000000434e-02
-1.272000000000000020e+00 8.735999999999999321e-02 8.735999999999999321e-02 9.968000000000000471e-02 7.635999999999999732e-02
-1.268000000000000016e+00 7.951999999999999347e-02 8.727999999999999647e-02 9.020000000000000240e-02 8.283999999999999697e-02
-1.264000000000000012e+00 7.348000000000000365e-02 8.963999999999999746e-02 8.236000000000000265e-02 9.128000000000000003e-02
-1.260000000000000009e+00 6.912000000000000088e-02 9.452000000000000679e-02 7.639999999999999569e-02 1.014400000000000024e-01
-1.256000000000000005e+00 6.615999999999999659e-02 1.015999999999999959e-01 7.227999999999999703e-02 1.121599999999999958e-01
-1.252000000000000002e+00 6.439999999999999891e-02 1.102800000000000030e-01 6.980000000000000093e-02 1.211600000000000038e-01
-1.247999999999999998e+00 6.347999999999999476e-02 1.188799999999999996e-01 6.872000000000000330e-02 1.255999999999999894e-01
-1.243999999999999995e+00 6.292000000000000370e-02 1.246799999999999992e-01 6.904000000000000414e-02 1.237199999999999966e-01
-1.239999999999999991e+00 6.232000000000000040e-02 1.252800000000000025e-01 7.072000000000000508e-02 1.165199999999999986e-01
-1.235999999999999988e+00 6.119999999999999746e-02 1.202000000000000013e-01 7.380000000000000449e-02 1.068000000000000060e-01
-1.231999999999999984e+00 5.967999999999999694e-02 1.113999999999999990e-01 7.852000000000000646e-02 9.715999999999999637e-02
-1.227999999999999980e+00 5.795999999999999763e-02 1.015999999999999959e-01 8.495999999999999386e-02 8.899999999999999578e-02
-1.223999999999999977e+00 5.648000000000000242e-02 9.275999999999999523e-02 9.320000000000000506e-02 8.279999999999999860e-02
-1.219999999999999973e+00 5.544000000000000317e-02 8.568000000000000616e-02 1.028799999999999992e-01 7.852000000000000646e-02
-1.215999999999999970e+00 5.483999999999999986e-02 8.051999999999999436e-02 1.127599999999999991e-01 7.599999999999999811e-02
-1.211999999999999966e+00 5.471999999999999781e-02 7.716000000000000636e-02 1.205600000000000005e-01 7.503999999999999559e-02
-1.207999999999999963e+00 5.512000000000000233e-02 7.543999999999999317e-02 1.237599999999999950e-01 7.563999999999999890e-02
-1.203999999999999959e+00 5.596000000000000280e-02 7.527999999999999969e-02 1.212799999999999989e-01 7.775999999999999579e-02
-1.199999999999999956e+00 5.727999999999999758e-02 7.656000000000000305e-02 1.145599999999999952e-01 8.147999999999999687e-02
-1.195999999999999952e+00 5.911999999999999894e-02 7.939999999999999836e-02 1.062799999999999995e-01 8.699999999999999400e-02
-1.191999999999999948e+00 6.155999999999999667e-02 8.383999999999999786e-02 9.855999999999999484e-02 9.452000000000000679e-02
-1.187999999999999945e+00 6.468000000000000138e-02 8.984000000000000319e-02 9.248000000000000664e-02 1.040800000000000058e-01
-1.183999999999999941e+00 6.864000000000000656e-02 9.704000000000000126e-02 8.844000000000000472e-02 1.152399999999999952e-01
-1.179999999999999938e+00 7.359999999999999876e-02 1.044400000000000051e-01 8.636000000000000620e-02 1.265999999999999903e-01
-1.175999999999999934e+00 7.968000000000000083e-02 1.103200000000000014e-01 8.623999999999999722e-02 1.355200000000000016e-01
-1.171999999999999931e+00 8.684000000000000052e-02 1.126800000000000024e-01 8.795999999999999652e-02 1.391199999999999937e-01
-1.167999999999999927e+00 9.464000000000000190e-02 1.108800000000000063e-01 9.167999999999999761e-02 1.362400000000000000e-01
-1.163999999999999924e+00 1.022799999999999959e-01 1.060799999999999937e-01 9.751999999999999558e-02 1.285199999999999954e-01
-1.159999999999999920e+00 1.085200000000000053e-01 1.003600000000000048e-01 1.056799999999999962e-01 1.189999999999999947e-01
-1.155999999999999917e+00 1.127200000000000008e-01 9.528000000000000358e-02 1.163200000000000067e-01 1.101599999999999940e-01
-1.151999999999999913e+00 1.154799999999999993e-01 9.171999999999999598e-02 1.290800000000000003e-01 1.032399999999999984e-01
-1.147999999999999909e+00 1.184400000000000036e-01 8.988000000000000156e-02 1.426800000000000013e-01 9.851999999999999647e-02
-1.143999999999999906e+00 1.230799999999999950e-01 8.984000000000000319e-02 1.544000000000000095e-01 9.611999999999999711e-02
-1.139999999999999902e+00 1.303999999999999881e-01 9.160000000000000087e-02 1.606400000000000050e-01 9.579999999999999627e-02
-1.135999999999999899e+00 1.406799999999999995e-01 9.520000000000000684e-02 1.592399999999999927e-01 9.760000000000000620e-02
-1.131999999999999895e+00 1.532000000000000028e-01 1.008799999999999975e-01 1.513599999999999945e-01 1.015599999999999975e-01
-1.127999999999999892e+00 1.659200000000000119e-01 1.087999999999999939e-01 1.403200000000000003e-01 1.078400000000000053e-01
-1.124000000000000110e+00 1.756399999999999906e-01 1.192799999999999971e-01 1.293999999999999873e-01 1.167200000000000043e-01
-1.120000000000000107e+00 1.797199999999999909e-01 1.322800000000000087e-01 1.204400000000000054e-01 1.283199999999999896e-01
-1.116000000000000103e+00 1.779999999999999916e-01 1.472400000000000098e-01 1.140400000000000025e-01 1.424400000000000110e-01
-1.112000000000000099e+00 1.729600000000000026e-01 1.621199999999999863e-01 1.102800000000000030e-01 1.577999999999999958e-01
-1.108000000000000096e+00 1.672800000000000120e-01 1.735599999999999921e-01 1.089999999999999997e-01 1.716000000000000025e-01
-1.104000000000000092e+00 1.619200000000000084e-01 1.780400000000000038e-01 1.101199999999999957e-01 1.799600000000000088e-01
-1.100000000000000089e+00 1.564000000000000112e-01 1.744799999999999962e-01 1.136400000000000049e-01 1.799999999999999933e-01
-1.096000000000000085e+00 1.500799999999999912e-01 1.654400000000000037e-01 1.196799999999999947e-01 1.724799999999999944e-01
-1.092000000000000082e+00 1.433200000000000029e-01 1.546800000000000119e-01 1.285199999999999954e-01 1.609599999999999920e-01
