# omega DOS_nb8 DOS_nb18 DOS_nb28
-1.687999999999999945e+00 5.135999999999999940e-03 3.464799999999999824e-02 4.120000000000000398e-03
-1.683999999999999941e+00 5.079999999999999447e-03 4.052799999999999458e-02 4.135999999999999920e-03
-1.679999999999999938e+00 5.047999999999999536e-03 4.632800000000000112e-02 4.176000000000000024e-03
-1.675999999999999934e+00 5.055999999999999731e-03 5.059999999999999915e-02 4.232000000000000518e-03
-1.671999999999999931e+00 5.088000000000000508e-03 5.177600000000000258e-02 4.311999999999999861e-03
-1.667999999999999927e+00 5.159999999999999656e-03 4.933600000000000485e-02 4.408000000000000460e-03
-1.663999999999999924e+00 5.263999999999999582e-03 4.425600000000000367e-02 4.527999999999999907e-03
-1.659999999999999920e+00 5.392000000000000091e-03 3.815200000000000535e-02 4.687999999999999459e-03
-1.655999999999999917e+00 5.551999999999999644e-03 3.227999999999999620e-02 4.880000000000000657e-03
-1.651999999999999913e+00 5.735999999999999779e-03 2.724800000000000139e-02 5.112000000000000224e-03
-1.647999999999999909e+00 5.960000000000000020e-03 2.316800000000000109e-02 5.408000000000000480e-03
-1.643999999999999906e+00 6.216000000000000171e-03 1.995200000000000098e-02 5.752000000000000168e-03
-1.639999999999999902e+00 6.511999999999999560e-03 1.746400000000000036e-02 6.144000000000000156e-03
-1.635999999999999899e+00 6.855999999999999248e-03 1.555199999999999985e-02 6.576000000000000248e-03
-1.631999999999999895e+00 7.240000000000000775e-03 1.410400000000000022e-02 7.023999999999999862e-03
-1.627999999999999892e+00 7.663999999999999806e-03 1.302399999999999912e-02 7.448000000000000627e-03
-1.624000000000000110e+00 8.119999999999998747e-03 1.225599999999999953e-02 7.816000000000000031e-03
-1.620000000000000107e+00 8.608000000000001067e-03 1.176800000000000068e-02 8.056000000000000660e-03
-1.616000000000000103e+00 9.119999999999999635e-03 1.151999999999999899e-02 8.096000000000000765e-03
-1.612000000000000099e+00 9.695999999999999758e-03 1.149600000000000101e-02 7.951999999999999000e-03
-1.608000000000000096e+00 1.035999999999999942e-02 1.167999999999999941e-02 7.720000000000000299e-03
-1.604000000000000092e+00 1.114399999999999939e-02 1.201600000000000064e-02 7.487999999999999864e-03
-1.600000000000000089e+00 1.208799999999999979e-02 1.240799999999999889e-02 7.320000000000000118e-03
-1.596000000000000085e+00 1.322399999999999964e-02 1.268000000000000030e-02 7.256000000000000297e-03
-1.592000000000000082e+00 1.460799999999999946e-02 1.272000000000000040e-02 7.295999999999999534e-03
-1.588000000000000078e+00 1.627999999999999933e-02 1.250400000000000122e-02 7.431999999999999371e-03
-1.584000000000000075e+00 1.834399999999999920e-02 1.216000000000000067e-02 7.672000000000000000e-03
-1.580000000000000071e+00 2.088000000000000272e-02 1.187999999999999994e-02 8.023999999999999883e-03
-1.576000000000000068e+00 2.404799999999999993e-02 1.178399999999999934e-02 8.487999999999999018e-03
-1.572000000000000064e+00 2.800799999999999818e-02 1.195200000000000082e-02 9.088000000000000592e-03
-1.568000000000000060e+00 3.298399999999999943e-02 1.243999999999999967e-02 9.864000000000001239e-03
-1.564000000000000057e+00 3.922399999999999498e-02 1.327200000000000081e-02 1.083999999999999894e-02
-1.560000000000000053e+00 4.690400000000000125e-02 1.447199999999999875e-02 1.207199999999999940e-02
-1.556000000000000050e+00 5.600800000000000223e-02 1.599199999999999927e-02 1.363999999999999935e-02
-1.552000000000000046e+00 6.592800000000000049e-02 1.768800000000000233e-02 1.562399999999999900e-02
-1.548000000000000043e+00 7.514400000000000246e-02 1.920799999999999938e-02 1.810400000000000204e-02
-1.544000000000000039e+00 8.139199999999999213e-02 2.008800000000000169e-02 2.111999999999999988e-02
-1.540000000000000036e+00 8.293599999999999584e-02 2.000800000000000148e-02 2.458400000000000168e-02
-1.536000000000000032e+00 8.004799999999999416e-02 1.907199999999999868e-02 2.813600000000000129e-02
-1.532000000000000028e+00 7.484799999999999787e-02 1.770400000000000099e-02 3.108000000000000346e-02
-1.528000000000000025e+00 6.967999999999999194e-02 1.631200000000000011e-02 3.255199999999999760e-02
-1.524000000000000021e+00 6.588000000000000800e-02 1.507199999999999859e-02 3.204800000000000010e-02
-1.520000000000000018e+00 6.365600000000000425e-02 1.396000000000000019e-02 2.979200000000000251e-02
-1.516000000000000014e+00 6.228799999999999615e-02 1.288800000000000015e-02 2.659199999999999758e-02
-1.512000000000000011e+00 6.051999999999999741e-02 1.181600000000000011e-02 2.327200000000000102e-02
-1.508000000000000007e+00 5.718399999999999872e-02 1.078400000000000018e-02 2.031999999999999779e-02
-1.504000000000000004e+00 5.198399999999999549e-02 9.872000000000000566e-03 1.790399999999999978e-02
-1.500000000000000000e+00 4.565600000000000214e-02 9.112000000000000308e-03 1.602400000000000005e-02
-1.495999999999999996e+00 3.924799999999999817e-02 8.512000000000000469e-03 1.459999999999999840e-02
-1.491999999999999993e+00 3.349599999999999800e-02 8.056000000000000660e-03 1.355999999999999914e-02
-1.487999999999999989e+00 2.866400000000000198e-02 7.728000000000000494e-03 1.282399999999999859e-02
-1.483999999999999986e+00 2.475199999999999970e-02 7.503999999999999386e-03 1.232800000000000042e-02
-1.479999999999999982e+00 2.162399999999999739e-02 7.367999999999999550e-03 1.204799999999999968e-02
-1.475999999999999979e+00 1.914400000000000129e-02 7.327999999999999445e-03 1.195200000000000082e-02
-1.471999999999999975e+00 1.717600000000000030e-02 7.376000000000000612e-03 1.201600000000000064e-02
-1.467999999999999972e+00 1.562399999999999900e-02 7.520000000000000642e-03 1.223199999999999982e-02
-1.463999999999999968e+00 1.440800000000000067e-02 7.767999999999999731e-03 1.260000000000000009e-02
-1.459999999999999964e+00 1.347200000000000134e-02 8.119999999999998747e-03 1.311199999999999866e-02
-1.455999999999999961e+00 1.277600000000000090e-02 8.608000000000001067e-03 1.376799999999999899e-02
-1.451999999999999957e+00 1.229599999999999964e-02 9.207999999999999172e-03 1.457600000000000041e-02
-1.447999999999999954e+00 1.202399999999999997e-02 9.896000000000000282e-03 1.557600000000000130e-02
-1.443999999999999950e+00 1.193599999999999869e-02 1.057600000000000033e-02 1.683199999999999974e-02
-1.439999999999999947e+00 1.199199999999999919e-02 1.106400000000000092e-02 1.840800000000000075e-02
-1.435999999999999943e+00 1.211200000000000124e-02 1.119200000000000056e-02 2.039200000000000040e-02
-1.431999999999999940e+00 1.213599999999999922e-02 1.091199999999999982e-02 2.286400000000000238e-02
-1.427999999999999936e+00 1.192799999999999937e-02 1.033599999999999970e-02 2.587199999999999916e-02
-1.423999999999999932e+00 1.142400000000000013e-02 9.672000000000000042e-03 2.937600000000000280e-02
-1.419999999999999929e+00 1.071200000000000103e-02 9.055999999999999814e-03 3.313599999999999879e-02
-1.415999999999999925e+00 9.936000000000000387e-03 8.552000000000000574e-03 3.672799999999999676e-02
-1.411999999999999922e+00 9.207999999999999172e-03 8.175999999999999240e-03 3.971199999999999730e-02
-1.407999999999999918e+00 8.576000000000000290e-03 7.911999999999998895e-03 4.206400000000000416e-02
-1.403999999999999915e+00 8.047999999999999599e-03 7.752000000000000210e-03 4.434400000000000147e-02
-1.399999999999999911e+00 7.616000000000000374e-03 7.679999999999999327e-03 4.734400000000000414e-02
-1.395999999999999908e+00 7.263999999999999624e-03 7.679999999999999327e-03 5.180799999999999988e-02
-1.391999999999999904e+00 6.976000000000000430e-03 7.743999999999999148e-03 5.824800000000000116e-02
-1.387999999999999901e+00 6.736000000000000668e-03 7.879999999999999852e-03 6.687999999999999501e-02
-1.383999999999999897e+00 6.536000000000000143e-03 8.071999999999999315e-03 7.746400000000000508e-02
-1.379999999999999893e+00 6.375999999999999723e-03 8.335999999999999660e-03 8.883199999999999430e-02
-1.375999999999999890e+00 6.239999999999999887e-03 8.672000000000000888e-03 9.849600000000000022e-02
-1.372000000000000108e+00 6.119999999999999572e-03 9.103999999999999246e-03 1.031519999999999937e-01
-1.368000000000000105e+00 6.023999999999999841e-03 9.631999999999999937e-03 1.006799999999999917e-01
-1.364000000000000101e+00 5.943999999999999631e-03 1.028800000000000027e-02 9.192000000000000171e-02
-1.360000000000000098e+00 5.879999999999999810e-03 1.110399999999999929e-02 7.989599999999999480e-02
-1.356000000000000094e+00 5.831999999999999511e-03 1.212000000000000056e-02 6.756799999999998918e-02
-1.352000000000000091e+00 5.784000000000000079e-03 1.338399999999999833e-02 5.659199999999999647e-02
-1.348000000000000087e+00 5.752000000000000168e-03 1.497599999999999973e-02 4.750400000000000456e-02
-1.344000000000000083e+00 5.727999999999999585e-03 1.695200000000000179e-02 4.023999999999999799e-02
-1.340000000000000080e+00 5.712000000000000063e-03 1.939199999999999952e-02 3.451200000000000101e-02
-1.336000000000000076e+00 5.703999999999999869e-03 2.228000000000000119e-02 3.001599999999999754e-02
-1.332000000000000073e+00 5.703999999999999869e-03 2.550399999999999889e-02 2.648800000000000113e-02
-1.328000000000000069e+00 5.712000000000000063e-03 2.879200000000000162e-02 2.369600000000000178e-02
-1.324000000000000066e+00 5.720000000000000258e-03 3.175200000000000244e-02 2.149600000000000122e-02
-1.320000000000000062e+00 5.743999999999999974e-03 3.401600000000000457e-02 1.975999999999999979e-02
-1.316000000000000059e+00 5.768000000000000557e-03 3.516799999999999787e-02 1.839199999999999863e-02
-1.312000000000000055e+00 5.800000000000000468e-03 3.480799999999999866e-02 1.733599999999999725e-02
-1.308000000000000052e+00 5.831999999999999511e-03 3.287999999999999950e-02 1.653600000000000209e-02
-1.304000000000000048e+00 5.879999999999999810e-03 2.989599999999999896e-02 1.596799999999999956e-02
-1.300000000000000044e+00 5.936000000000000304e-03 2.661600000000000077e-02 1.559999999999999928e-02
-1.296000000000000041e+00 5.991999999999999930e-03 2.360800000000000051e-02 1.543200000000000127e-02
-1.292000000000000037e+00 6.063999999999999946e-03 2.115200000000000066e-02 1.544000000000000060e-02
-1.288000000000000034e+00 6.144000000000000156e-03 1.927999999999999853e-02 1.563200000000000006e-02
-1.284000000000000030e+00 6.231999999999999693e-03 1.794399999999999815e-02 1.599199999999999927e-02
-1.280000000000000027e+00 6.335999999999999618e-03 1.703199999999999853e-02 1.652800000000000102e-02
-1.276000000000000023e+00 6.456000000000000801e-03 1.641600000000000004e-02 1.730399999999999994e-02
-1.272000000000000020e+00 6.599999999999999964e-03 1.593599999999999878e-02 1.836800000000000238e-02
-1.268000000000000016e+00 6.751999999999999322e-03 1.547999999999999897e-02 1.982400000000000134e-02
-1.264000000000000012e+00 6.927999999999999263e-03 1.499200000000000012e-02 2.175200000000000050e-02
-1.260000000000000009e+00 7.112000000000000266e-03 1.451200000000000059e-02 2.425599999999999978e-02
-1.256000000000000005e+00 7.312000000000000791e-03 1.411999999999999887e-02 2.737600000000000103e-02
-1.252000000000000002e+00 7.512000000000000448e-03 1.386400000000000132e-02 3.105600000000000027e-02
-1.247999999999999998e+00 7.728000000000000494e-03 1.375200000000000033e-02 3.504800000000000276e-02
-1.243999999999999995e+00 7.960000000000000062e-03 1.378399999999999938e-02 3.892800000000000427e-02
-1.239999999999999991e+00 8.184000000000000302e-03 1.396000000000000019e-02 4.233599999999999863e-02
-1.235999999999999988e+00 8.375999999999999765e-03 1.427200000000000170e-02 4.509600000000000414e-02
-1.231999999999999984e+00 8.527999999999999123e-03 1.472799999999999977e-02 4.698399999999999799e-02
-1.227999999999999980e+00 8.647999999999999438e-03 1.532799999999999961e-02 4.746399999999999925e-02
-1.223999999999999977e+00 8.760000000000000425e-03 1.608799999999999814e-02 4.604799999999999865e-02
-1.219999999999999973e+00 8.871999999999999678e-03 1.701599999999999988e-02 4.284000000000000308e-02
-1.215999999999999970e+00 8.991999999999999993e-03 1.815199999999999800e-02 3.860000000000000236e-02
-1.211999999999999966e+00 9.152000000000000413e-03 1.952800000000000022e-02 3.410400000000000237e-02
-1.207999999999999963e+00 9.343999999999999875e-03 2.119199999999999903e-02 2.981599999999999875e-02
-1.203999999999999959e+00 9.591999999999999832e-03 2.320799999999999946e-02 2.599199999999999774e-02
-1.199999999999999956e+00 9.887999999999999221e-03 2.564799999999999719e-02 2.272000000000000061e-02
-1.195999999999999952e+00 1.021599999999999939e-02 2.859999999999999695e-02 2.003200000000000119e-02
-1.191999999999999948e+00 1.054400000000000129e-02 3.216800000000000215e-02 1.785600000000000034e-02
-1.187999999999999945e+00 1.081600000000000096e-02 3.642399999999999805e-02 1.612000000000000238e-02
-1.183999999999999941e+00 1.102400000000000081e-02 4.148800000000000404e-02 1.473599999999999910e-02
-1.179999999999999938e+00 1.117600000000000017e-02 4.758400000000000130e-02 1.363200000000000002e-02
-1.175999999999999934e+00 1.131199999999999914e-02 5.509599999999999914e-02 1.274400000000000012e-02
-1.171999999999999931e+00 1.148000000000000062e-02 6.455999999999999239e-02 1.203199999999999929e-02
-1.167999999999999927e+00 1.170400000000000086e-02 7.645599999999999619e-02 1.145599999999999917e-02
-1.163999999999999924e+00 1.200000000000000025e-02 9.101599999999999968e-02 1.099200000000000003e-02
-1.159999999999999920e+00 1.235999999999999946e-02 1.076399999999999996e-01 1.063199999999999909e-02
-1.155999999999999917e+00 1.279200000000000129e-02 1.242720000000000075e-01 1.034400000000000076e-02
-1.151999999999999913e+00 1.329599999999999879e-02 1.369839999999999947e-01 1.012799999999999985e-02
-1.147999999999999909e+00 1.387999999999999998e-02 1.413439999999999974e-01 9.983999999999999819e-03
-1.143999999999999906e+00 1.455200000000000070e-02 1.355599999999999861e-01 9.896000000000000282e-03
-1.139999999999999902e+00 1.531200000000000096e-02 1.220560000000000117e-01 9.872000000000000566e-03
-1.135999999999999899e+00 1.617599999999999941e-02 1.053360000000000130e-01 9.903999999999999609e-03
-1.131999999999999895e+00 1.716000000000000164e-02 8.907199999999999840e-02 1.000799999999999954e-02
-1.127999999999999892e+00 1.828799999999999870e-02 7.506399999999999184e-02 1.017600000000000102e-02
-1.124000000000000110e+00 1.957599999999999965e-02 6.373600000000000099e-02 1.040800000000000058e-02
-1.120000000000000107e+00 2.106399999999999939e-02 5.489600000000000035e-02 1.067199999999999920e-02
-1.116000000000000103e+00 2.279199999999999976e-02 4.814399999999999930e-02 1.092000000000000089e-02
-1.112000000000000099e+00 2.479999999999999913e-02 4.309600000000000236e-02 1.109599999999999996e-02
-1.108000000000000096e+00 2.716799999999999771e-02 3.942400000000000071e-02 1.117600000000000017e-02
-1.104000000000000092e+00 2.996800000000000158e-02 3.691999999999999449e-02 1.120799999999999921e-02
-1.100000000000000089e+00 3.332000000000000239e-02 3.543999999999999928e-02 1.124799999999999932e-02
-1.096000000000000085e+00 3.735999999999999738e-02 3.491199999999999859e-02 1.137600000000000069e-02
-1.092000000000000082e+00 4.227999999999999814e-02 3.532799999999999829e-02 1.161599999999999959e-02
-1.088000000000000078e+00 4.833600000000000396e-02 3.671200000000000158e-02 1.201600000000000064e-02
-1.084000000000000075e+00 5.584000000000000075e-02 3.909599999999999881e-02 1.256799999999999931e-02
-1.080000000000000071e+00 6.522400000000000420e-02 4.238399999999999807e-02 1.326400000000000148e-02
-1.076000000000000068e+00 7.696000000000000063e-02 4.623999999999999638e-02 1.403199999999999933e-02
-1.072000000000000064e+00 9.156000000000000250e-02 4.990399999999999697e-02 1.472799999999999977e-02
-1.068000000000000060e+00 1.093039999999999984e-01 5.223999999999999477e-02 1.515199999999999880e-02
-1.064000000000000057e+00 1.298079999999999790e-01 5.220799999999999746e-02 1.516800000000000093e-02
-1.060000000000000053e+00 1.513359999999999983e-01 4.953600000000000364e-02 1.480799999999999825e-02
-1.056000000000000050e+00 1.705279999999999851e-01 4.495999999999999996e-02 1.425599999999999958e-02
-1.052000000000000046e+00 1.836800000000000099e-01 3.967999999999999999e-02 1.367200000000000013e-02
-1.048000000000000043e+00 1.893839999999999968e-01 3.463200000000000306e-02 1.317599999999999848e-02
-1.044000000000000039e+00 1.893920000000000048e-01 3.027200000000000030e-02 1.280799999999999994e-02
-1.040000000000000036e+00 1.861440000000000039e-01 2.670399999999999857e-02 1.257600000000000037e-02
-1.036000000000000032e+00 1.804959999999999898e-01 2.384000000000000008e-02 1.247200000000000045e-02
-1.032000000000000028e+00 1.724159999999999859e-01 2.156800000000000037e-02 1.247999999999999977e-02
-1.028000000000000025e+00 1.628239999999999965e-01 1.975199999999999873e-02 1.258400000000000143e-02
-1.024000000000000021e+00 1.535120000000000096e-01 1.831200000000000189e-02 1.277600000000000090e-02
-1.020000000000000018e+00 1.453440000000000010e-01 1.715200000000000058e-02 1.305600000000000163e-02
-1.016000000000000014e+00 1.373759999999999981e-01 1.620800000000000018e-02 1.342400000000000017e-02
-1.012000000000000011e+00 1.276720000000000077e-01 1.544799999999999993e-02 1.387999999999999998e-02
-1.008000000000000007e+00 1.152719999999999995e-01 1.483200000000000143e-02 1.443999999999999971e-02
-1.004000000000000004e+00 1.010960000000000053e-01 1.433599999999999805e-02 1.511200000000000043e-02
-1.000000000000000000e+00 8.695200000000000151e-02 1.392799999999999941e-02 1.592000000000000012e-02
-9.959999999999999964e-01 7.424000000000000044e-02 1.360800000000000030e-02 1.688800000000000023e-02
-9.919999999999999929e-01 6.351999999999999313e-02 1.335199999999999929e-02 1.805599999999999913e-02
-9.879999999999999893e-01 5.475200000000000206e-02 1.316799999999999915e-02 1.946400000000000213e-02
-9.839999999999999858e-01 4.768800000000000122e-02 1.303199999999999845e-02 2.118400000000000144e-02
-9.799999999999999822e-01 4.199200000000000155e-02 1.294400000000000064e-02 2.329600000000000073e-02
-9.759999999999999787e-01 3.738400000000000056e-02 1.290399999999999880e-02 2.591200000000000100e-02
-9.719999999999999751e-01 3.363200000000000217e-02 1.291200000000000160e-02 2.917600000000000054e-02
-9.679999999999999716e-01 3.055200000000000277e-02 1.295199999999999997e-02 3.326400000000000190e-02
-9.639999999999999680e-01 2.799199999999999952e-02 1.302399999999999912e-02 3.836799999999999933e-02
-9.599999999999999645e-01 2.585600000000000051e-02 1.312000000000000145e-02 4.465600000000000125e-02
-9.559999999999999609e-01 2.405600000000000099e-02 1.323999999999999830e-02 5.212799999999999379e-02
-9.519999999999999574e-01 2.252799999999999941e-02 1.339200000000000113e-02 6.042399999999999854e-02
-9.479999999999999538e-01 2.123200000000000087e-02 1.358399999999999885e-02 6.859200000000000019e-02
-9.439999999999999503e-01 2.011199999999999793e-02 1.380800000000000083e-02 7.514400000000000246e-02
-9.399999999999999467e-01 1.915199999999999889e-02 1.406399999999999838e-02 7.863200000000000744e-02
-9.360000000000000542e-01 1.831999999999999948e-02 1.431999999999999940e-02 7.820799999999999974e-02
-9.320000000000000506e-01 1.759999999999999759e-02 1.456800000000000109e-02 7.395999999999999797e-02
-9.280000000000000471e-01 1.697599999999999804e-02 1.481599999999999931e-02 6.698400000000000187e-02
-9.240000000000000435e-01 1.642400000000000110e-02 1.507999999999999965e-02 5.892800000000000121e-02
-9.200000000000000400e-01 1.595200000000000090e-02 1.538400000000000011e-02 5.117599999999999927e-02
-9.160000000000000364e-01 1.553599999999999946e-02 1.576799999999999730e-02 4.447999999999999871e-02
-9.120000000000000329e-01 1.517600000000000025e-02 1.621600000000000125e-02 3.903199999999999725e-02
-9.080000000000000293e-01 1.485599999999999941e-02 1.674400000000000194e-02 3.474400000000000405e-02
-9.040000000000000258e-01 1.458399999999999974e-02 1.734400000000000178e-02 3.144000000000000267e-02
-9.000000000000000222e-01 1.434400000000000085e-02 1.804000000000000048e-02 2.890400000000000261e-02
-8.960000000000000187e-01 1.414400000000000032e-02 1.883199999999999805e-02 2.699199999999999863e-02
-8.920000000000000151e-01 1.396799999999999951e-02 1.976800000000000085e-02 2.556800000000000045e-02
-8.880000000000000115e-01 1.382399999999999948e-02 2.088000000000000272e-02 2.452800000000000119e-02
-8.840000000000000080e-01 1.370399999999999917e-02 2.221599999999999964e-02 2.378399999999999959e-02
-8.800000000000000044e-01 1.360000000000000098e-02 2.382400000000000143e-02 2.325599999999999890e-02
-8.760000000000000009e-01 1.352800000000000183e-02 2.578400000000000136e-02 2.289599999999999969e-02
-8.719999999999999973e-01 1.346400000000000027e-02 2.818399999999999725e-02 2.264799999999999799e-02
-8.679999999999999938e-01 1.342400000000000017e-02 3.113600000000000395e-02 2.252799999999999941e-02
