# omega DOS_nb9 DOS_nb19 DOS_nb29 DOS_nb39 DOS_nb49
-1.296000000000000041e+00 1.255999999999999998e-02 1.247999999999999977e-02 1.187999999999999994e-02 1.159999999999999920e-02 1.314000000000000064e-02
-1.292000000000000037e+00 1.254000000000000080e-02 1.247999999999999977e-02 1.217999999999999985e-02 1.174000000000000044e-02 1.295999999999999930e-02
-1.288000000000000034e+00 1.260000000000000009e-02 1.247999999999999977e-02 1.254000000000000080e-02 1.193999999999999923e-02 1.280000000000000061e-02
-1.284000000000000030e+00 1.269999999999999948e-02 1.251999999999999988e-02 1.291999999999999919e-02 1.217999999999999985e-02 1.269999999999999948e-02
-1.280000000000000027e+00 1.277999999999999969e-02 1.264000000000000019e-02 1.324000000000000003e-02 1.250000000000000069e-02 1.265999999999999938e-02
-1.276000000000000023e+00 1.281999999999999980e-02 1.284000000000000072e-02 1.345999999999999974e-02 1.285999999999999990e-02 1.272000000000000040e-02
-1.272000000000000020e+00 1.281999999999999980e-02 1.311999999999999972e-02 1.352000000000000077e-02 1.328000000000000014e-02 1.284000000000000072e-02
-1.268000000000000016e+00 1.281999999999999980e-02 1.348000000000000066e-02 1.349999999999999985e-02 1.370000000000000037e-02 1.306000000000000043e-02
-1.264000000000000012e+00 1.284000000000000072e-02 1.396000000000000019e-02 1.344000000000000056e-02 1.405999999999999958e-02 1.336000000000000035e-02
-1.260000000000000009e+00 1.291999999999999919e-02 1.447999999999999982e-02 1.341999999999999964e-02 1.426000000000000011e-02 1.375999999999999966e-02
-1.256000000000000005e+00 1.303999999999999951e-02 1.503999999999999955e-02 1.348000000000000066e-02 1.430000000000000021e-02 1.423999999999999919e-02
-1.252000000000000002e+00 1.322000000000000085e-02 1.548000000000000070e-02 1.362000000000000016e-02 1.423999999999999919e-02 1.484000000000000076e-02
-1.247999999999999998e+00 1.345999999999999974e-02 1.572000000000000133e-02 1.383999999999999987e-02 1.416000000000000071e-02 1.544000000000000060e-02
