# omega DOS_nb8 DOS_nb18 DOS_nb28 DOS_nb38 DOS_nb48
-1.715999999999999970e+00 2.713333333333333222e-03 3.326666666666666574e-03 4.073333333333333320e-03 4.313333333333333082e-03 4.406666666666667238e-03
-1.711999999999999966e+00 2.733333333333333708e-03 3.373333333333333652e-03 4.233333333333332872e-03 4.573333333333332897e-03 4.686666666666666238e-03
-1.707999999999999963e+00 2.766666666666666840e-03 3.433333333333333376e-03 4.386666666666666319e-03 4.839999999999999684e-03 4.993333333333333131e-03
-1.703999999999999959e+00 2.799999999999999972e-03 3.506666666666666612e-03 4.546666666666666738e-03 5.099999999999999499e-03 5.306666666666666997e-03
-1.699999999999999956e+00 2.833333333333333537e-03 3.600000000000000335e-03 4.740000000000000289e-03 5.366666666666666287e-03 5.619999999999999996e-03
-1.695999999999999952e+00 2.873333333333333208e-03 3.713333333333333677e-03 4.986666666666666158e-03 5.659999999999999233e-03 5.946666666666666941e-03
-1.691999999999999948e+00 2.920000000000000286e-03 3.846666666666666637e-03 5.300000000000000024e-03 6.013333333333333204e-03 6.320000000000000097e-03
-1.687999999999999945e+00 2.973333333333333470e-03 4.006666666666666189e-03 5.693333333333334099e-03 6.473333333333333543e-03 6.800000000000000488e-03
-1.683999999999999941e+00 3.026666666666666655e-03 4.199999999999999740e-03 6.193333333333332809e-03 7.066666666666666409e-03 7.426666666666667353e-03
-1.679999999999999938e+00 3.086666666666666378e-03 4.433333333333333397e-03 6.819999999999999674e-03 7.846666666666666720e-03 8.253333333333333008e-03
-1.675999999999999934e+00 3.146666666666666969e-03 4.713333333333333264e-03 7.613333333333333064e-03 8.853333333333332847e-03 9.326666666666667133e-03
-1.671999999999999931e+00 3.220000000000000206e-03 5.040000000000000209e-03 8.600000000000000006e-03 1.013999999999999971e-02 1.069999999999999944e-02
-1.667999999999999927e+00 3.293333333333333442e-03 5.420000000000000338e-03 9.833333333333332815e-03 1.175999999999999962e-02 1.242666666666666746e-02
-1.663999999999999924e+00 3.373333333333333652e-03 5.826666666666666626e-03 1.135333333333333333e-02 1.372666666666666653e-02 1.449333333333333203e-02
-1.659999999999999920e+00 3.459999999999999968e-03 6.253333333333332966e-03 1.318666666666666598e-02 1.595333333333333325e-02 1.676666666666666583e-02
-1.655999999999999917e+00 3.553333333333333257e-03 6.693333333333333253e-03 1.528666666666666542e-02 1.816666666666666777e-02 1.888000000000000095e-02
-1.651999999999999913e+00 3.653333333333333086e-03 7.173333333333333645e-03 1.745333333333333112e-02 1.983333333333333129e-02 2.025333333333333499e-02
-1.647999999999999909e+00 3.759999999999999887e-03 7.753333333333333431e-03 1.924000000000000016e-02 2.039999999999999800e-02 2.037999999999999881e-02
-1.643999999999999906e+00 3.879999999999999769e-03 8.499999999999998876e-03 2.009999999999999981e-02 1.964666666666666645e-02 1.922666666666666621e-02
-1.639999999999999902e+00 4.006666666666666189e-03 9.486666666666665818e-03 1.972666666666666666e-02 1.792000000000000190e-02 1.724666666666666709e-02
-1.635999999999999899e+00 4.146666666666666556e-03 1.076000000000000047e-02 1.830000000000000029e-02 1.579999999999999807e-02 1.504666666666666652e-02
-1.631999999999999895e+00 4.300000000000000003e-03 1.236666666666666643e-02 1.631333333333333246e-02 1.375333333333333269e-02 1.301333333333333335e-02
-1.627999999999999892e+00 4.466666666666666528e-03 1.428000000000000103e-02 1.424666666666666616e-02 1.198666666666666630e-02 1.130666666666666625e-02
-1.624000000000000110e+00 4.653333333333333106e-03 1.636666666666666478e-02 1.239999999999999956e-02 1.054666666666666773e-02 9.960000000000000103e-03
-1.620000000000000107e+00 4.859999999999999737e-03 1.828000000000000111e-02 1.088000000000000078e-02 9.393333333333333396e-03 8.913333333333333872e-03
-1.616000000000000103e+00 5.093333333333333393e-03 1.952666666666666787e-02 9.693333333333333315e-03 8.486666666666666664e-03 8.113333333333333508e-03
-1.612000000000000099e+00 5.346666666666666234e-03 1.967333333333333434e-02 8.786666666666666584e-03 7.779999999999999589e-03 7.506666666666665828e-03
-1.608000000000000096e+00 5.633333333333333075e-03 1.869999999999999787e-02 8.113333333333333508e-03 7.239999999999999908e-03 7.046666666666666357e-03
-1.604000000000000092e+00 5.953333333333333914e-03 1.698666666666666727e-02 7.633333333333333116e-03 6.846666666666666699e-03 6.693333333333333253e-03
-1.600000000000000089e+00 6.313333333333333124e-03 1.502000000000000036e-02 7.293333333333333092e-03 6.559999999999999859e-03 6.440000000000000412e-03
-1.596000000000000085e+00 6.726666666666666385e-03 1.314666666666666761e-02 7.053333333333334197e-03 6.373333333333334148e-03 6.260000000000000807e-03
-1.592000000000000082e+00 7.193333333333332830e-03 1.155333333333333386e-02 6.886666666666666804e-03 6.266666666666666913e-03 6.153333333333333571e-03
-1.588000000000000078e+00 7.726666666666666405e-03 1.026666666666666700e-02 6.766666666666666489e-03 6.233333333333333781e-03 6.120000000000000440e-03
-1.584000000000000075e+00 8.333333333333333218e-03 9.266666666666666108e-03 6.713333333333334173e-03 6.266666666666666913e-03 6.139999999999999625e-03
-1.580000000000000071e+00 9.046666666666666398e-03 8.513333333333332822e-03 6.726666666666666385e-03 6.353333333333333229e-03 6.226666666666665940e-03
-1.576000000000000068e+00 9.879999999999999893e-03 7.960000000000000062e-03 6.806666666666666594e-03 6.493333333333333596e-03 6.373333333333334148e-03
-1.572000000000000064e+00 1.086666666666666510e-02 7.566666666666666853e-03 6.953333333333333068e-03 6.686666666666667147e-03 6.579999999999999911e-03
-1.568000000000000060e+00 1.204000000000000035e-02 7.300000000000000065e-03 7.146666666666666619e-03 6.946666666666666962e-03 6.839999999999999726e-03
-1.564000000000000057e+00 1.344666666666666753e-02 7.146666666666666619e-03 7.346666666666667143e-03 7.279999999999999145e-03 7.173333333333333645e-03
-1.560000000000000053e+00 1.515999999999999986e-02 7.086666666666667329e-03 7.540000000000000695e-03 7.693333333333333274e-03 7.593333333333333879e-03
-1.556000000000000050e+00 1.725333333333333233e-02 7.113333333333333487e-03 7.740000000000000352e-03 8.186666666666666745e-03 8.106666666666666535e-03
-1.552000000000000046e+00 1.984666666666666870e-02 7.219999999999999855e-03 7.979999999999999247e-03 8.720000000000000320e-03 8.713333333333333347e-03
-1.548000000000000043e+00 2.308666666666666853e-02 7.413333333333333407e-03 8.300000000000000086e-03 9.266666666666666108e-03 9.400000000000000369e-03
-1.544000000000000039e+00 2.715333333333333488e-02 7.693333333333333274e-03 8.733333333333334267e-03 9.806666666666666657e-03 1.012000000000000052e-02
-1.540000000000000036e+00 3.229333333333333361e-02 8.059999999999999457e-03 9.313333333333333186e-03 1.038666666666666731e-02 1.085333333333333289e-02
-1.536000000000000032e+00 3.874666666666666537e-02 8.546666666666665954e-03 1.005333333333333252e-02 1.106666666666666736e-02 1.161333333333333488e-02
-1.532000000000000028e+00 4.671333333333332893e-02 9.153333333333332766e-03 1.100666666666666633e-02 1.195333333333333491e-02 1.249999999999999896e-02
-1.528000000000000025e+00 5.614666666666667111e-02 9.919999999999999998e-03 1.221333333333333299e-02 1.312666666666666669e-02 1.362000000000000016e-02
-1.524000000000000021e+00 6.643333333333333035e-02 1.088000000000000078e-02 1.374666666666666572e-02 1.465999999999999942e-02 1.510000000000000057e-02
-1.520000000000000018e+00 7.607999999999999485e-02 1.208000000000000046e-02 1.569333333333333344e-02 1.666666666666666644e-02 1.706000000000000225e-02
-1.516000000000000014e+00 8.284666666666666568e-02 1.359333333333333227e-02 1.817333333333333301e-02 1.925999999999999934e-02 1.962666666666666726e-02
-1.512000000000000011e+00 8.472666666666667235e-02 1.550666666666666686e-02 2.132666666666666391e-02 2.258666666666666809e-02 2.294000000000000206e-02
-1.508000000000000007e+00 8.111999999999999766e-02 1.794000000000000108e-02 2.529333333333333433e-02 2.677333333333333301e-02 2.713333333333333222e-02
-1.504000000000000004e+00 7.318666666666666376e-02 2.103333333333333444e-02 3.017333333333333326e-02 3.186666666666666814e-02 3.223333333333332912e-02
-1.500000000000000000e+00 6.315333333333332522e-02 2.491999999999999771e-02 3.584666666666666557e-02 3.763999999999999985e-02 3.797999999999999987e-02
-1.495999999999999996e+00 5.305999999999999606e-02 2.970000000000000070e-02 4.176666666666666722e-02 4.334666666666666529e-02 4.358000000000000068e-02
-1.491999999999999993e+00 4.410666666666666208e-02 3.526666666666666838e-02 4.672666666666666635e-02 4.760666666666666519e-02 4.763999999999999485e-02
-1.487999999999999989e+00 3.667999999999999733e-02 4.109333333333333588e-02 4.915333333333333360e-02 4.891999999999999821e-02 4.868000000000000105e-02
-1.483999999999999986e+00 3.071333333333333207e-02 4.601999999999999841e-02 4.807333333333332903e-02 4.673333333333332812e-02 4.625999999999999557e-02
-1.479999999999999982e+00 2.598666666666666833e-02 4.848666666666667097e-02 4.393999999999999989e-02 4.193999999999999811e-02 4.136000000000000093e-02
-1.475999999999999979e+00 2.223999999999999935e-02 4.752666666666666845e-02 3.824666666666666492e-02 3.610666666666666885e-02 3.553333333333333344e-02
-1.471999999999999975e+00 1.925999999999999934e-02 4.355999999999999456e-02 3.240666666666666695e-02 3.045333333333333226e-02 2.995333333333333181e-02
-1.467999999999999972e+00 1.687333333333333393e-02 3.803999999999999743e-02 2.721333333333333590e-02 2.557333333333333333e-02 2.516666666666666705e-02
-1.463999999999999968e+00 1.494666666666666539e-02 3.235999999999999988e-02 2.291999999999999940e-02 2.159999999999999767e-02 2.127333333333333507e-02
-1.459999999999999964e+00 1.337333333333333429e-02 2.730000000000000135e-02 1.949999999999999997e-02 1.844666666666666677e-02 1.818666666666666695e-02
-1.455999999999999961e+00 1.207333333333333349e-02 2.311333333333333295e-02 1.680666666666666767e-02 1.596666666666666720e-02 1.576666666666666841e-02
-1.451999999999999957e+00 1.099333333333333412e-02 1.975333333333333455e-02 1.469999999999999953e-02 1.402666666666666645e-02 1.386666666666666603e-02
-1.447999999999999954e+00 1.009333333333333436e-02 1.707333333333333272e-02 1.304000000000000124e-02 1.249999999999999896e-02 1.238000000000000038e-02
-1.443999999999999950e+00 9.333333333333334106e-03 1.494000000000000015e-02 1.174000000000000044e-02 1.129333333333333404e-02 1.119999999999999989e-02
-1.439999999999999947e+00 8.686666666666667189e-03 1.322666666666666609e-02 1.069999999999999944e-02 1.033333333333333326e-02 1.026000000000000002e-02
-1.435999999999999943e+00 8.133333333333334428e-03 1.184000000000000156e-02 9.866666666666667682e-03 9.560000000000000789e-03 9.493333333333332791e-03
-1.431999999999999940e+00 7.660000000000000142e-03 1.072666666666666734e-02 9.179999999999998925e-03 8.926666666666667818e-03 8.866666666666666793e-03
-1.427999999999999936e+00 7.246666666666666014e-03 9.826666666666665842e-03 8.606666666666666979e-03 8.393333333333334242e-03 8.340000000000000191e-03
-1.423999999999999932e+00 6.893333333333333778e-03 9.100000000000000450e-03 8.113333333333333508e-03 7.940000000000000877e-03 7.886666666666666825e-03
-1.419999999999999929e+00 6.579999999999999911e-03 8.513333333333332822e-03 7.693333333333333274e-03 7.546666666666666801e-03 7.493333333333333617e-03
-1.415999999999999925e+00 6.306666666666666150e-03 8.046666666666667245e-03 7.326666666666666224e-03 7.206666666666666776e-03 7.159999999999999698e-03
-1.411999999999999922e+00 6.073333333333333361e-03 7.673333333333333221e-03 7.026666666666667171e-03 6.919999999999999936e-03 6.879999999999999831e-03
-1.407999999999999918e+00 5.859999999999999758e-03 7.373333333333333302e-03 6.780000000000000436e-03 6.686666666666667147e-03 6.653333333333333148e-03
-1.403999999999999915e+00 5.680000000000000153e-03 7.140000000000000513e-03 6.586666666666666885e-03 6.506666666666666675e-03 6.473333333333333543e-03
-1.399999999999999911e+00 5.513333333333332760e-03 6.966666666666666147e-03 6.440000000000000412e-03 6.360000000000000202e-03 6.333333333333333176e-03
-1.395999999999999908e+00 5.373333333333333260e-03 6.846666666666666699e-03 6.333333333333333176e-03 6.260000000000000807e-03 6.233333333333333781e-03
-1.391999999999999904e+00 5.246666666666666839e-03 6.766666666666666489e-03 6.260000000000000807e-03 6.193333333333332809e-03 6.166666666666666650e-03
-1.387999999999999901e+00 5.133333333333333498e-03 6.720000000000000279e-03 6.226666666666665940e-03 6.153333333333333571e-03 6.139999999999999625e-03
-1.383999999999999897e+00 5.033333333333333236e-03 6.693333333333333253e-03 6.226666666666665940e-03 6.153333333333333571e-03 6.133333333333333519e-03
-1.379999999999999893e+00 4.946666666666666920e-03 6.673333333333333200e-03 6.260000000000000807e-03 6.186666666666666703e-03 6.166666666666666650e-03
-1.375999999999999890e+00 4.866666666666666710e-03 6.660000000000000121e-03 6.333333333333333176e-03 6.246666666666666860e-03 6.233333333333333781e-03
-1.372000000000000108e+00 4.799999999999999580e-03 6.646666666666666175e-03 6.446666666666666518e-03 6.353333333333333229e-03 6.333333333333333176e-03
-1.368000000000000105e+00 4.740000000000000289e-03 6.646666666666666175e-03 6.606666666666666937e-03 6.493333333333333596e-03 6.473333333333333543e-03
-1.364000000000000101e+00 4.693333333333333211e-03 6.679999999999999306e-03 6.806666666666666594e-03 6.686666666666667147e-03 6.660000000000000121e-03
-1.360000000000000098e+00 4.646666666666666133e-03 6.753333333333333410e-03 7.053333333333334197e-03 6.926666666666666909e-03 6.899999999999999883e-03
-1.356000000000000094e+00 4.613333333333333001e-03 6.873333333333332858e-03 7.333333333333333197e-03 7.219999999999999855e-03 7.193333333333332830e-03
-1.352000000000000091e+00 4.579999999999999870e-03 7.040000000000000251e-03 7.619999999999999170e-03 7.566666666666666853e-03 7.546666666666666801e-03
-1.348000000000000087e+00 4.553333333333333711e-03 7.273333333333333039e-03 7.899999999999999037e-03 7.946666666666666115e-03 7.946666666666666115e-03
-1.344000000000000083e+00 4.533333333333332792e-03 7.566666666666666853e-03 8.153333333333333613e-03 8.333333333333333218e-03 8.360000000000001111e-03
-1.340000000000000080e+00 4.519999999999999712e-03 7.940000000000000877e-03 8.406666666666666454e-03 8.700000000000001135e-03 8.766666666666667398e-03
-1.336000000000000076e+00 4.506666666666666633e-03 8.406666666666666454e-03 8.700000000000001135e-03 9.046666666666666398e-03 9.140000000000000555e-03
-1.332000000000000073e+00 4.499999999999999660e-03 8.986666666666667108e-03 9.079999999999999530e-03 9.406666666666665608e-03 9.506666666666666737e-03
-1.328000000000000069e+00 4.499999999999999660e-03 9.713333333333332500e-03 9.593333333333333920e-03 9.846666666666666762e-03 9.939999999999999183e-03
-1.324000000000000066e+00 4.506666666666666633e-03 1.061333333333333399e-02 1.026666666666666700e-02 1.043333333333333439e-02 1.050000000000000065e-02
-1.320000000000000062e+00 4.513333333333333607e-03 1.172666666666666822e-02 1.113999999999999886e-02 1.121333333333333383e-02 1.124666666666666696e-02
-1.316000000000000059e+00 4.519999999999999712e-03 1.307999999999999961e-02 1.226666666666666704e-02 1.224000000000000088e-02 1.223333333333333391e-02
-1.312000000000000055e+00 4.533333333333332792e-03 1.468666666666666731e-02 1.370666666666666561e-02 1.357333333333333308e-02 1.353333333333333298e-02
-1.308000000000000052e+00 4.553333333333333711e-03 1.651999999999999996e-02 1.553999999999999999e-02 1.530000000000000110e-02 1.521333333333333392e-02
-1.304000000000000048e+00 4.573333333333332897e-03 1.855333333333333487e-02 1.788000000000000006e-02 1.751333333333333561e-02 1.737999999999999962e-02
-1.300000000000000044e+00 4.599999999999999922e-03 2.082666666666666694e-02 2.080666666666666775e-02 2.032000000000000126e-02 2.013333333333333294e-02
-1.296000000000000041e+00 4.633333333333333054e-03 2.344666666666666774e-02 2.436000000000000318e-02 2.377333333333333035e-02 2.354000000000000190e-02
-1.292000000000000037e+00 4.666666666666667053e-03 2.647333333333333483e-02 2.837999999999999898e-02 2.780666666666666356e-02 2.755333333333333246e-02
-1.288000000000000034e+00 4.706666666666667158e-03 2.968666666666666676e-02 3.239999999999999825e-02 3.205333333333332951e-02 3.184666666666666895e-02
-1.284000000000000030e+00 4.753333333333333369e-03 3.246666666666666451e-02 3.552000000000000296e-02 3.570666666666667127e-02 3.564666666666666678e-02
-1.280000000000000027e+00 4.799999999999999580e-03 3.391999999999999876e-02 3.678000000000000019e-02 3.769333333333333563e-02 3.788000000000000395e-02
-1.276000000000000023e+00 4.859999999999999737e-03 3.340666666666666784e-02 3.577333333333333060e-02 3.729999999999999982e-02 3.773333333333333400e-02
-1.272000000000000020e+00 4.926666666666666868e-03 3.104666666666666686e-02 3.296666666666666495e-02 3.473333333333333134e-02 3.530666666666666675e-02
-1.268000000000000016e+00 5.000000000000000104e-03 2.762666666666666396e-02 2.927333333333333176e-02 3.090000000000000038e-02 3.148666666666666974e-02
-1.264000000000000012e+00 5.080000000000000314e-03 2.398666666666666655e-02 2.553999999999999673e-02 2.679333333333333220e-02 2.730666666666667006e-02
-1.260000000000000009e+00 5.179999999999999709e-03 2.067333333333333176e-02 2.226000000000000201e-02 2.305333333333333193e-02 2.345333333333333645e-02
-1.256000000000000005e+00 5.293333333333333050e-03 1.789999999999999925e-02 1.958666666666666542e-02 1.993999999999999939e-02 2.021999999999999839e-02
-1.252000000000000002e+00 5.420000000000000338e-03 1.567999999999999949e-02 1.750666666666666690e-02 1.745999999999999983e-02 1.763333333333333419e-02
-1.247999999999999998e+00 5.559999999999999838e-03 1.392666666666666532e-02 1.587333333333333305e-02 1.554666666666666697e-02 1.562666666666666718e-02
